AC_NO,AC_TYPE,NR_REQUEST_DATE,CLOSE_DATE,MALFUNCTION,CORRECTIVE_ACTION
HL8027,330,2023-11-20 0:00:00,2023-11-20 12:39:41,WHILE SECURING A/C APU IS AUTO SHUT DOWN,"MAINT MSG NO 499145 ACCORDING TO TSM 49-62-00-810-916-A,FOUND LUB PUMP &amp; GEN SCAV FILTER CHECKED NORMAL THEN CLEANED ELECTRICAL CHIP DETECTOR PLUG AND APU BITE TESTED NORMAL PER AMM 49-91-41-210-801-A &amp; 49-00-00-740-801-A"
HL7587,330,2023-11-16 0:00:00,2023-11-17 0:12:27,"APU MASTER SWITCH OFF THEN STRAIGHT APU RPM, EGT  XX DISPLAY","NO MAINT MSG.NOT CONFIRMED,REPLACED ECB AND THEN SYSTEM CHECK NORMAL PER AMM TASK 49-61-34-400-801-A."
HL7524,330,2023-11-14 0:00:00,2023-11-15 6:45:00,APU EXHAUST MUFFLER PUNCTURE ( 5 X 20 CM),"NO MAINT MSG, REPLACED THE APU EXHAUST MUFFLER AND THEN OP'&amp; LEAK CHKED NML  PER AMM TASK 49-81-45-400-801-A"
HL7587,330,2023-11-11 0:00:00,2023-11-12 4:50:35,APU BLEED VALVE SYSTEM WIRING CHECK DUE FOR &ldquo; &quot;[AIR] APU BLEED FAULT&quot; MSG DISPLAYED AFT ENG SHUTDOWN&rdquo;,"MAINT&rsquo; MSG: 495151(NOT CONFIRMED). ACCORDING TO TSM TASK49-62-00-810-841-A, SYSTEM WIRING CHECKED NORMAL BETWEEN APU ECB AND APU BLEED VALVE P7/P12 PER AWM49-15-01 &amp; 49-61-03&lt;PME CONT&rsquo; No.: MI00020607&gt;"
HL7524,330,2023-11-11 0:00:00,2023-11-11 5:13:54,APU SURGE CTL V/V SLEEVE PUNCTURE.,"NO MAINT MSG,REPLACED SLEEVE AND THEN OPERATION LEAK CHK'D NML PER AMM TASK 49-51-52-400-801-A.(PME:MI00023185)"
HL7702,330,2023-11-10 0:00:00,2023-11-13 23:24:31,APU INOP,"MAINT MSG NO 494141, ACCORDING TO TSM 49-41-00-810-812-A, REPLACED APU IGN PLUGS AND APU START CH'K NML PER AMM 49-41-41-400-801-A"
HL8212,330,2023-11-09 0:00:00,2023-11-09 7:03:29,APU BLEED VALVE SYMBOL OPEN INDICATED ON SD  WHEN APU BLEED SW OFF,"NO MAINT MSG.APU BLEED VALVE POSITION INDICATOR ON SD WAS OPEN POSITION WHEN APU BLEED SW OFF. T/S RESULT, CONFIRMED BLEED V/V IND' ERROR.SO REPLACED APU BLEED V/V &amp; APU BLEED FILTER ASSY PER AMM 49-51-51-400-801-A, 49-51-51-960-801-A"
HL8212,330,2023-11-08 0:00:00,2023-11-08 1:47:09,"APU START FAULT TWO TIMES, STARTED ON THIRD ATTEMPT","NO MAINT MSG, GRD APU RE-START CHK NML PER AMM 49-00-00-710-801-A"
HL8003,330,2023-11-04 0:00:00,2023-11-05 7:28:01,APU FAULT AFTER ENG START CREW DEFER ACCORDING TO MEL 49-10-01A,"MAINT MSG 496100, CONFIRMED. IAW TSM 24-20-81-810-937-A, FOUND APU MASTER P/BSW(14KD) CONTACT CHKD FLUCTUATED CONTINUOUS. SO REPLACED APU MASTER P/BSW(14KD) AND THEN SYS OP TEST NML PER AMM 49-00-00-710-801-A."
HL8025,330,2023-11-04 0:00:00,2023-11-05 1:31:09,APU SURGE CONTROL VALVE DUCT SLEEVE PUNCTURE,"NO MAINT MSG,REPLACED SURGE V/V SLEEVE AND THEN OPERATION LEAK CHK'D NML PER AMM TASK 49-51-52-400-801-A.(PME:MI00016533,MI00016536)"
HL7701,330,2023-11-02 0:00:00,2023-11-02 5:37:00,APU IGV DRAIN TUBE HOSE TORN,REPLACED APU IGV FUEL DRAIN HOSE AND APU OP TEST NML PER  AMM TASK 49-23-51-400-801-A
HL8227,330,2023-11-02 0:00:00,2023-12-05 3:30:00,[PREVENTATIVE MAINT]HL8227 APU AIR INTAKE FLAP NOT OPEN,"AIR INTAKE NOT OPEN MEMORY , ACCORDING TO TSM 49-62-00-810-806-A REPLACED APU INTAKE FLAP ACTUATOR AND APU OPERATION CHK NML PER AMM 49-16-51-400-801-A"
HL8212,330,2023-10-27 0:00:00,2023-10-30 12:06:29,PRE-DEP APU FAILED TO START,"MAINT MSG &quot; NO ACCELERATION, STARTER MOTOR (8KA)&quot; ON ASD.  ACCORDING TO TSM 49-62-00-810-804-A. REPLACED APU MOTOR-STARTER AND APU OP' TEST NML PER AMM 49-42-51-400-801-A."
HL8027,330,2023-10-26 0:00:00,2023-10-26 3:39:34,APU SURGE CONTROL V/V DUCT DAMAGE,REPLACED DUCT SLEEVE AND AIR LEAK CHECK NML PER AMM TASK 49-51-52-400-801-A
HL7586,330,2023-10-22 0:00:00,2023-10-23 12:44:11,APU AUTO SHUT DOWN,"MAINT MSG NO:282000,ACCORDING TO TSM TASK 49-62-00-810-835-A.APU FUEL BLEEDING AND APU OPERATION CHK'D NML PER AMM TASK 28-22-00-870-801-A."
HL8227,330,2023-10-17 0:00:00,2023-10-17 1:00:00,"WHEN APU WAS OFF AFT ENG START APU FAULT ECAM, DISPLAYED &#44288;&#47144; T/S DUE",REPLACED FUEL NOZZEL BUT FAULT STILL EXIST. REINSTALLED ORIGINAL FUEL NOZZLE PER  AMM TASK 49-31-41-400-801-A  (MOT REQUEST)
HL8227,330,2023-10-15 0:00:00,2023-10-18 0:30:00,"WHEN APU WAS OFF AFT ENG START APU FAULT ECAM, DISPLAYED(CONT'TO OPER' AFT COMP' OF CREW DEFER PROC' MEL 49-10-01A)","MAINT MSG NO : 493251. ACCORDING TO TSM TASK 49-62-00-810-817-A. REFER TO SER. REPLACED FLOW DIVIDER ASSY AND APU OPERATION &amp; LEAK CHECKED NORMAL PER AMM TASK 49-31-51-400-801-A. (PME CONTROL NO : MI00015545, MI00016621)"
HL8227,330,2023-10-15 0:00:00,2023-10-15 18:26:50,T/S DUE FOR DEFER ITEM (APU FAULT MSG),PERFORMED T/S PER TSM 49-62-00-810-817-A. REMAIN DEFER ITEM.
HL8227,330,2023-10-14 0:00:00,2023-10-14 20:10:53,"WHEN APU WAS OFF AFTER ENGINE START, APU FAULT ECAM DISPLAYED (CONTINUE TO OPERATE AFTER COMPLETION OF CREW DEFER PROC MEL 49-10-01A)","MAINT MSG 493251, IAW TAM TASK 49-6-00-810-817-A APU FUEL SUPPLY SYSTEM TEST AND APU OP' TEST NORMAL PER AMM TASK 49-00-00-710-801-A"
HL7710,330,2023-10-05 0:00:00,2023-10-05 18:42:45,"APU GEN FAULT ECAM TRIGGERED DUR ENG START, FOLLOWED ECAM ACTION RESET SUCCESSFUL THEN NOR OPS","NO MAINT MSG, ACCORDING TO TSM TASK 24-23-00-810-816-A, PERFORMED APU BITE TEST AND CHECKED NORMAL PER AMM TASK 49-00-00-740-801"
HL8212,330,2023-10-02 0:00:00,2023-10-02 17:14:49,WIRING CHECK DUE &quot;LOW OIL PRESSURE LOPSW(59KT14)/OIL PUMP(5100KT9)/DEOIL(59KT15)&quot; MSG ON APU SHUTDOWN REPORT,"MAINT MSG:499300 CONFIRMED. IAW TSM 49-62-00-810-813-A,APU LOW OIL PRESSURE SW(59KT14) WIRING CONTINUITY &amp; INSULATION CHKED NML PER AWM 49-15-01&lt;PME:MI00019212&gt;"
HL8227,330,2023-10-01 0:00:00,2023-10-02 13:07:00,AFTER START ECAM APU FAULT DISPLAYED (CONTINUE TO OPERATE AFTER COMPLETION OF CREW DEFER PROCEDURE TO MEL 49-10-01A),MSG NR 49-32-51 AS PER TSM 49-62-00-810-817A. APU OPN TEST NML PER AMM 49-00-00-710-801A
HL7709,330,2023-10-01 0:00:00,2023-10-02 10:10:46,DURING TAXI IN APU FAULT,FAULT MSG: 494138. ACCORDING TO TSM TASK 49-41-00-810-812-A. FOUND IGN PLUGs CONDITION NO GOOD. REPLACED IGN PLUGs (2EA) AND THEN APU OPS CHECKS NORMAL. IAW AMM TASK 49-41-41-400-801-A
HL7587,330,2023-09-28 0:00:00,2023-10-03 7:00:00,AFT LANDING APU FAULT APU AUTO SHUT DOWN,"MAINT MSG NO494141, ACCORDING TO TSM 49-41-00-810-814-A, REPLACED APU IGNITION EXCITER AND PLUG &amp; LEAD, AND THEN APU BITE TEST AND OP' CHK NML PER AMM 49-41-38-400-801-A/41-400-801-A/43-400-801-A"
HL8211,330,2023-09-19 0:00:00,2023-09-19 13:40:25,AFTER ENG SHUT DOWN. APU BLEED FAULT ECAM DISPLAY,APU BLEED S/W RECYCLE AND THEN APU BLEED SYSTEM TEST NORMAL PER AMM TASK 49-00-00-740-801
HL7553,330,2023-09-16 0:00:00,2023-09-17 5:12:36,APU INOP,MAINT MSG NO.494141. ACCORDING TO TSM TASK 49-41-00-810-812-A. FOUND UPR IGNITION PLUG CENTER ELECTRODE ERODED. REPLACED IGN PLUG THEN OP' TEST NORMAL PER AMM TASK 49-41-41-400-801-A
HL8003,330,2023-09-11 0:00:00,2023-09-12 13:43:32,APU MASTER  SW BULB BLINKING,"NO MAINT MSG, NOT CONFIRMED. APU MASTER SW CHKED NO BLINKING  ON &quot;FAULT&quot; &amp; &quot;ON/R&quot; L'T BUT REPLACED APU MASTER SW FOR PREVENTIVE MAINT  AND ANN LT TEST &amp; APU OPERATIONAL TEST NML PER AMM 33-14-00-710-801-A,49-00-00-740-801-A"
HL7702,330,2023-09-05 0:00:00,2023-10-12 13:27:16,APU EXHAUST MUFFLER DRAIN LINE TORN,REPLACED APU EXHAUST MUFFLER DRAIN HOSE PER AMM TASK 49-81-45-000-801-A &amp;49-81-45-400-801-A
HL7584,330,2023-09-01 0:00:00,2023-09-01 4:31:08,WIRING CHECK DUE FOR &ldquo;APU BLEED VALVE(59KH7)&rdquo; MSG,"MAINT MSG:495151, IAW TSM 49-00-00-810-808-A WIRING CONTINUTY &amp; INSULATION CHKED NML FROM ECB TO APU BLEED V/V(59KH7) BUT APU BLEED V/V PLUG (P7, P12) DIRTY SO CLEANED PLUG AND OP TEST NML PER AMM 49-00-00-710-801-A"
HL7584,330,2023-08-31 0:00:00,2023-08-31 19:07:53,"AFTER ENG SHUTDOWN, AIR APU BLEED FAULT DISPLAYED. AFTER 5 MIN, ECAM CLEARED.",ACCORDING TO TSM TASK 49-00-00-810-808-A. RESETTED APU BLEED SW AND OPS TEST NML PER AMM 49-00-00-710-801A
HL7584,330,2023-08-31 0:00:00,2023-09-01 7:55:58,APU BLEED VALVE (59KH7) MEMORIZED ON PFR,"MAINT MSG NO : 495151. ACCORDING TO TSM TASK 49-62-00-810-841-A, REPLACED APU BLEED VLV  AND OPERATION &amp; LEAK CHECKED NORMAL PER AMM TASK 49-51-51-400-801-A (PME CONTROL NO : MI00016533, MI00019260) &lt;SAVE APPLICATION&gt;"
HL7585,330,2023-08-30 0:00:00,2023-08-30 23:54:26,WIRING CHK DUE FOR &ldquo;APU BLEED FAULT&rdquo; MSG ON GROUND,"MAINT MSG: 495151, CONFIRMED, I/A/W TSM 49-62-00-810-841-A, WIRING CHK NML FROM ECB (B/10F, BLEED VALVE SOLENOID COMMAND) TO APU BLEED VALVE (CHK: 72.4ohm, NML Range: 20~75ohm). PER AWM 49-15-01"
HL7587,330,2023-08-30 0:00:00,2023-08-30 9:01:01,"AFTER LANDING, APU FAULT MSG DISPLAYED DURING APU START",MAINT MSG:494138 IAW TSM 49-41-00-810-812-A APU RESTART AND OP CHK'D NML PER AMM 49-00-00-710-801-A
HL7584,330,2023-08-22 0:00:00,2023-08-22 15:58:48,"AFTER ENG SHUTDOWN, APU BLEED FAULT DISPLAYED. AFTER RESET, BACK TO NORMAL","NO MAINT MSG,APU BLEED SW RESET AND OP' TEST NML. PER AMM TASK 49-00-00-710-801-A"
HL7701,330,2023-08-19 0:00:00,2023-08-19 1:00:00,APU BLEED V/V BACKSHELL ABNML (DID NOT LOCK),"FOUND NOT MAINT MSG, REPLACED APU BLEED V/V PLUG(P12) &amp; BACKSHELL AND SYS' CHK'D NML PER AMM TASK 49-51-51-710-803-A"
HL7701,330,2023-08-19 0:00:00,2023-08-19 7:13:48,APU BLEED PRESSURE ABNOMAL (BLEED PRESSURE INDICATED 20 PSI WHEN APU BLEED SWITCH OFF),"NO MAINT MSG. REPLACED APU SURGE CONTROL VLV AND OPER &amp; LEAK TEST NML ,APU BLEED V/V TEST NML PER AMM 49-51-52-400-801-A ,49-51-51-710-803A"
HL7701,330,2023-08-18 0:00:00,2023-08-18 3:50:01,WIRING CHECK DUE FOR &quot;APU BLEED VALVE ABNML&quot; DEFER ITEM,"MSG:495151. ACCORDING TO TSM TASK 49-62-00-810-841-A, BETWEEN ECB AND BLEED VALVE, WIRING CHECKED NORMAL PER AWM 49-15-01 (MG00020366)"
HL8227,330,2023-08-17 0:00:00,2023-08-17 7:52:15,APU AUTO SHUTDOWN CONCERN AVI CHK DUE,"CONFIRMED. APU S/D REPORT MSG(FUEL SPLY/FCU(59KF19)/FLOW DIVDR ASSY(59KF25) IAW TSM TASK 49-62-00-810-838-A, REPLACED ECB(59KD) BUT FAULT STILL EXIST. REINSTALLED ORIGINAL APU ECB(59KD) PER AMM TASK 49-61-34-400-801-A"
HL7701,330,2023-08-17 0:00:00,2023-08-18 4:09:16,APU BLEED V/V ABNML.,"MAINT MSG:495151,ACCORDING TO TSM TASK 49-62-00-810-841-A,FOUND FAULT CODE:055,WIRING CHECK AND APU BLEED V/V FILTER CHECK NML, SO REPLACED APU BLEED V/V AND THEN APU OP' &amp; LEAK CHECK NML PER AMM TASK 49-51-51-400-801-A."
HL8227,330,2023-08-17 0:00:00,2023-08-17 15:42:47,"&quot; ECOLOGY DRAIN SOL VALVE(59KF28), DEOIL SOLENOID (59KT15)&quot; MSG MEMORIZED ON APU GRD REPORT","MAINT MSG: 493155,499151 &amp; NOT CONFIMRED IAW TSM 49-00-00-810-802-A, 49-31-00-810-801-A ECB (59KD) TO ECOLOGY DARAIN SOL V/V(59KF29), DEOIL SOL(59KT15) WIRING CHK NML &amp; RESISTANCE CHK'D NML( DEOIL SOL: 30 OHM, ECOLOGY DRAIN SOL V/V: 33 OHM) PER AWM49-15-01"
HL8026,330,2023-08-16 0:00:00,2023-08-15 21:40:12,APU BLEED VALVE ABNORMAL OPERATION &#44288;&#47144; T/S DUE,"NO MAINT MSG, REPLACED APU BLEED V/V FILTER &amp; INSP' BLEED V/V CONNECTOR P12 &amp; P7 PER AMM TASK 49-51-51-960-801-A, 49-51-51-400-801-A"
HL8027,330,2023-08-15 0:00:00,2023-08-15 7:08:48,"WHEN APU START &quot;APU FAULT AUTO SHUT DOWN, AFTER ECAM PROCEDURE RESTART APY THEN NOR' OPER'","MAINT MSG NO 282200. ACCORDING TO TSM 49-62-00-810-836-A. PERFORMED BLEEDING OF THE APU FUEL LINE AND THEN APU OPER TEST NML PER AMM 49-00-00-710-801-A, 28-22-00-870-801-A"
HL8027,330,2023-08-14 0:00:00,2023-08-15 5:15:39,INGITION PLUG(59KA31)/IGNITION LEAD(59KA32/33) MSG ON GROUND REPORT,"MAINT MSG 494141,ACCORDING TO TSM TASK 49-41-00-810-814-A.REPLACED IGN PLUG(LOWER POSITION) AND THEN APU OPERATION CHK'D NMLPER 49-41-41-400-801-A"
HL8027,330,2023-08-13 0:00:00,2023-08-13 22:16:33,APU FAULT THEN AUTO SHUT DOWN ON TIME AFTER L/D,MAINT MSG: 282000. ACCORDING TO TSM 49-62-00-810-838A. APU FUEL FEED LINE BLEEDING AND OP CHK NML PER AMM  TASK 28-22-00-870-801-A
HL7554,330,2023-08-13 0:00:00,2023-08-14 2:38:24,APU IGV ACTR (59KE21) MSG ON PFR,"MAINT MSG;492351,ACCORDING TO TSM TASK 49-00-00-810-810-A,FOUND FAULT CODE:046 AND PUSH PULL TEST NML,SO REPLACED APU IGV ACT' AND THEN APU OP' &amp; LEAK CHECK NML PER AMM TASK 49-23-51-400-801-A."
HL7540,330,2023-08-11 0:00:00,2023-08-12 5:03:11,[SER] HL7540 APU OIL TEMP INCREASE TREND T/S,"INSP' RESULT ,OIL COOLER DIRTY, SO REPLACED OIL COOLER AND THEN APU OP' &amp; LEAK CHECK NML PER AMM TASK 49-91-44-400-801-A."
HL8027,330,2023-08-02 0:00:00,2023-08-02 18:18:48,APU FAULT DRNG LAMP IN. RESTART SUCCESSFUL,"MAINT MSG NO:282000,ACCORDING TO TSM TASK 49-62-00-810-835-A.APU FUEL BLEEDING AND APU OPERATION CHK'D NML PER AMM TASK 28-22-00-870-801-A."
HL7710,330,2023-07-28 0:00:00,2023-07-29 2:27:59,APU SURGE CONTROL V/V FUEL DRAIN TUBE TORN,REPLACED APU SURGE CONTROL V/V FUEL DRAIN TUBE PER AMM TASK 49-51-52-400-801-A
HL7709,330,2023-07-27 0:00:00,2023-07-27 13:23:23,APU CAN`T STARTED PREDEPARTURE CHECK,APU ECB CONT C/B RECYCLED THEN MCDU BITE TEST AND APU OP'' CHECK NML PER AMM TASK 49-00-00-740-801
HL7709,330,2023-07-21 0:00:00,,APU BLEED V/V NOT CLOSED INDICATE WHEN APU BLEED P/B OFF,FAULT MSG 495151 MEMORY ACCORDING TO TSM 49-00-00-810-809-A REPLACED APU BLEED V/V AND APU BLEED FILTER ELEMENT AND THEN APU BLEED AIR SUPPLY TEST NML PER AMM 49-51-51-400-801-APME :MI00019262
HL7586,330,2023-07-21 0:00:00,2023-11-27 11:39:23,APU FAULT AUTO SHUT DOWN TRIGGERED DURING ENTERING GATE,APU AUTO SHUTDOWN MSG. FOUND FUEL SPLY/FCU(59KF19)/FLOW DIVIDER(59KF25) AS PER TSM 49-62-00-810-829-A. FCMC 1+2 TEST IAW AMM 28-1-00-740-801-A AND APU MASTER SW ON 120SEC. THEN START OK
HL7709,330,2023-07-21 0:00:00,2023-07-21 15:30:00,WIRING CHECK DUE FOR &ldquo;APU BLEED VALVE(59KH7)&rdquo; MSG,"MAINT MSG:495151, IAW TSM 49-00-00-810-808-A WIRING CHKED NML FROM ECB TO APU BLEED V/V(59KH7) AND OP TEST NML PER AMM 49-00-00-710-801-A"
HL8227,330,2023-07-18 0:00:00,2023-07-19 6:17:10,APU INOP',"ACCORDING TO WO C35324208, DEFECT CLEARED, AND APU OP' CHK NML PER AMM TASK 49-00-00-860-801-A"
HL8227,330,2023-07-11 0:00:00,2023-07-11 10:29:56,WHEN START APU AFTER LANDING APU FAULT (AUTO SHUT DOWN) ECAM ON,"MAINT MSG NO 282000,SO ACCORDING TO TSM 49-62-00-810-835-A, APU FUEL LINE BLEEDING AND APU O'P CH'K NML PER AMM 28-22-00-870-801-A"
HL8227,330,2023-07-10 0:00:00,2023-07-10 9:08:18,WHEN START APU AFTER LANDING (AUTO SHUT DOWN) ECAM ON,NIL RELATED FAULT IN PFR AFTER LANDING. APU OPS TEST C/OUT IAW AMM 49-00-00-860-801-A01 REV99. NIL ECAM. APU OPS NORMAL
HL8212,330,2023-07-07 0:00:00,2023-07-07 7:00:59,APU SCV FUEL DRAN HOSE DAMAGED,REPLACED APU SCV DRAIN LINE HOSE AND THEN CONDITION CHECKED NORMAL PER AMM TASK 49-51-52-400-801-A
HL8228,330,2023-07-05 0:00:00,2023-07-06 1:37:01,WIRING CHK DUE FOR 'APU BLEED FAULT' MSG,MAINT MSG:492351 I/A/W TSM TASK 49-62-00-810-846-A. APU IGVA(59KE21) P21 &amp; 5129VC PLUG CLEANNING &amp; VISUAL INSP NML. WIRING CHK'D NML FROM ECB(59KD) TO IGVA(59KE21) PER AWM 49-15-01 (PME NO:MI00020607)
HL8228,330,2023-07-02 0:00:00,2023-07-03 0:00:00,WIRING CHK DUE FOR 'APU BLEED FAULT' MSG,"MAINT MSG:492351 &amp; NOT CONFIRMED, IAW TSM 49-62-00-810-846-A ECB(59KD) TO IGV ACT(59KE21) WIRING CHK'D NML PER AWM 49-15-01, BUT IGV ACT RESISTANCE VALUE LIMIT OVER"
HL7585,330,2023-06-18 0:00:00,2023-06-18 5:35:26,APU SURGE DUCT RUBBER SLEEVE PUNCTURE,REPLACED APU SCV AIR DUCT SLEEVE AND THEN LEAK CHECKED NORAML PER AMM TASK 49-51-52-400-801-A
HL7585,330,2023-06-16 0:00:00,2023-06-16 21:33:33,APU INOP,"MAINT MSG NO 282000, ACCORDING TO TSM 49-62-00-810-835-A, APU FUEL LINE BLEEDING AND APU O'P CH'K NML PER AMM 28-22-00-870-801-A"
HL7702,330,2023-06-14 0:00:00,2023-06-14 16:44:30,APU SLEEVE DUCT TORN,NO MAINT MSG. REPLACED APU SURGE V/V DUCT SLEEVE AND LEAK CH'K NML PER AMM 49-51-52-400-801-A.
HL8211,330,2023-06-13 0:00:00,2023-06-14 0:19:47,APU ECB INTERCHANGE DUE FOR T/S HL8025 LOW OIL TEMP SNSR(59KT9) MSG,INTERCHANGED ECB AND SYSTEM TEST OK PER AMM 49-61-34-400-801-A
HL8025,330,2023-06-13 0:00:00,2023-06-13 23:30:42,LOW OIL TEMP SNSR(59KT9) CLASS 2 MSG SOMETIMES MEMORY,"MAINT MSG 499112,NOT CONFIRMED DEFECT. IAW TSM 49-00-00-810-801-A, APU SYSTEM TEST OK AND SYSTEM WIRING CHK NML FROM ECB TO LOW OIL TEMP SNSR(59KT9). INTERCHANGED ECB WITH HL 8211 AND SYSTEM TEST OK PER AMM 49-61-34-400-801-A (PME NO:MI0011105)"
HL7586,330,2023-06-13 0:00:00,2023-06-14 5:59:30,APU AUTO S/D SOMETIMES,"MAINT MSG:494141.ACCORDING TO TSM 49-41-00-810-814-A .REPLACED WITH IGN PLUG  &amp; IGN LEAD AND THEN OP' &amp; BITE CHKED NML PER AMM TASK49-41-41-400-801-A,49-41-43-400-801-A (PME:MI00015543,MI00005766)"
HL7587,330,2023-06-12 0:00:00,2023-06-12 6:07:29,APU IGV ACT' DRAIN LINE HOSE WORN,"NO MAINT MSG, REPLACED IGV ACT DRAIN HOSE AND THEN OP' CH'KED NML PER AMM TASK 49-23-51-400-801-A"
HL7701,330,2023-06-11 0:00:00,2023-06-12 5:04:21,APU SURGE CTL VLV RUBBER SLEEVE TORN,REPLACED DUCT SLEEVE AND AIR LEAK CHECK NML PER AMM TASK 49-51-52-400-801-A.
HL8227,330,2023-06-08 0:00:00,2023-07-20 12:21:32,"DURING TAXI IN, APU AUTO SHUTDOWN. 3 START ATTEMPTS AT 1405Z",GROUND APU RE-START CHECK NML PER AMM TASK 49-00-00-710-801-A
HL7586,330,2023-06-06 0:00:00,2023-06-07 9:04:22,AFTER LANDING APU FAULT AUTO SHUT DOWN,"MAINT MSG NO494141, ACCORDING TO TSM 49-41-00-810-813-A, REPLACED APU IGNITION EXCITER AND APU O'P CH'K NML PER AMM 49-41-38-400-801-A"
HL8025,330,2023-06-05 0:00:00,2023-06-10 0:59:48,[SER] HL8025 APU OIL TEMP INCREASE TREND T/S,"MAINT MSG 499112,NOT CONFIRMED DEFECT. IAW TSM 49-00-00-810-801-A, APU SYSTEM TEST OK AND SYSTEM WIRING CHK NML FROM ECB TO LOW OIL TEMP SNSR(59KT9). FOUND LOW OIL TEMP SNSR RESISTANCE OUT OF LIMIT(127&Omega;)(NML RANGE: 83~103&Omega;). REPLACED LOW OIL TEMP SNSR AND SYSTEM CHK NML PER AMM 49-91-12-400-801-A"
HL7584,330,2023-06-05 0:00:00,2023-06-05 6:17:23,APU GENERATOR SCAVANGE OIL INDICATOR-DIFFERENTIAL PRESS POP OUT,"NO MAINT MSG, OIL FILTER ELEMENT CHECKED RESULT NOT FOUND CONTAMINATION. REPLACED OIL FILTER AND DPI CHK &amp; LEAK CHK NORMAL PER AMM 49-91-41-400-801-A,49-91-41-210-801-A,49-91-41-200-803-A (PME : MI00011690)"
HL7586,330,2023-06-04 0:00:00,2023-06-05 7:44:15,ECAM APU FAULT AUTO SHUT DOWN,NO MAINT MSG SO GRD APU RE-START CHECK NML PER AMM TASK 49-00-00-710-801-A
HL8025,330,2023-06-02 0:00:00,2023-06-02 1:05:56,[SER] HL8025 APU OIL TEMP INCREASE TREND,"REMOVE, CLEAN AND INSTALL THE OIL COOLER AND THEN LEAK CHECKED NORMAL  PER AMM TASK TASK 49-91-44-100-801-A"
HL8227,330,2023-05-30 0:00:00,2023-06-02 15:52:44,[MCC] HL8227 APU EGT Indication Issue,"MAINT MSG 497215&quot;EGT TCPLE RAKE 1(59KV34)&quot; NOT CONFIRMED. IAW TSM 49-72-00-810-801-A, WIRING CHKED FOUND EGT 1 THERMOCOUPLE RAKE (59KV34, 2 C'CLOCK) AL TERMINAL WIRE CUT, RECONNECTED TERMINAL THEN OP TEST NML PER AMM 49-00-00-860-801-A, ESPM 20-48-13"
HL7586,330,2023-05-27 0:00:00,2023-05-28 10:34:16,APU FAULT DISPLAYED DURING APU START,"NO MAINT MSG ACCORDING TO TSM TASK 49-62-00-810-836-A. PERFORMED BLEEDING OF THE APU FUEL LINE AND THEN APU OP TEST NML AND NO FAULT DETECTED ON GRD SCANNING PER AMM TASK 28-22-00-870-801-A, 49-00-00-710-801-A"
HL7720,330,2023-05-25 0:00:00,2023-05-25 11:00:00,"AIR APU BLEED FAULT ECAM MSG DISPLAYED AFTER ENG SHUTDOWN RESET 2 TIMES, NORMAL OPS",MSG NO: 495151. I.A.W TSM 49-62-00-810-841-A. APU OP&quot; TEST AND APU BLEED V/V OP&quot; TEST NML PER AMM TASK 49-00-00-710-801
HL7720,330,2023-05-25 0:00:00,2023-05-26 4:33:27,APU BLEED FAULT(APU BLLED VALVE(59KH7)),"MAINT MSG 495151. ACCORDING TO TSM TASK 49-62-00-810-841-A.REAPLACED APU BLEED VLV AND REPLACED FILTER ELEMENT AND OP TESTED NML PER AMM TASK 49-51-51-400-801-A,49-51-51-960-801-A"
HL8002,330,2023-05-24 0:00:00,2023-05-25 5:00:29,[SER] HL8002 APU OIL TEMP INCREASE TREND T/S,"A330 APU Oil Cooler Cleaning
ACCORDING TO SER , NOT FOUND MAINT MSG , APU 35MIN OP'  HOT 88'C AND REMOVE,CLEANING AND INSTALL OIL COOLER THEN APU 35MIN OP' HOT 86'C AND LEAK CHK NML PER AMM TASK 49-91-44-400-801-A,49-91-44-100-801-A"
HL8001,330,2023-05-23 0:00:00,2023-05-23 6:52:31,APU OIL TEMP INCREASE T/S DUE,"NO MAINT MSG, ACCORDING TO TSM 49-62-00-810-815-A, APU OIL COOLER CONTAMINATED, RMVED, CLEANED AND THEN INSTALLED APU OIL COOLER ASSY AND THEN APU OP' LEAK CHK NML PER AMM TASK 49-91-44-400-801-A (BEFORE  HOT:97'C, AFTER HOT:86'C)"
HL8228,330,2023-05-22 0:00:00,2023-05-22 11:46:20,"APU STARTING INOP, AUTO SHUT DOWN","MAINT MSG:494200. IAW TSM 49-62-00-810-811-A. FOUND 6KA1 FUSE MELT, SO REPLACED IT THEN SYSTEM TESTED NML PER AMM 49-42-00-960-801-A(PME NO:MI00016536)"
HL7554,330,2023-05-20 0:00:00,2023-05-21 0:59:48,APU INOP&rsquo;,MSG NO 494138. ACCORDING TO TSM TASK 49-41-00-810-812-A SO REPLACED WITH IGNITER PLUG &amp; IGNITION EXCITER AND THEN APU BITE &amp; OP TEST NML PER AMM TASK 49-41-41-400-801-A / 49-41-38-400-801-A.
HL7584,330,2023-05-15 0:00:00,2023-05-15 15:59:59,"MAINT MSG : 494251&lt;STARTER MOTOR(8KA)&gt;, APU NOT STARTING","MAINT MSG NO. 494251(STARTER MOTOR 8KA), ACCORDING TO TSM 49-62-00-810-804-A, REPLACED STARTER MOTOR ASSY AND THEN APU START &amp; OP' TEST NML PER AMM 49-42-51-400-801-A"
